央卫频道,#genre#
东南卫视,http://123.133.163.32:9002/gd.php?id=东南卫视
甘肃卫视,http://123.133.163.32:9002/gd.php?id=甘肃卫视
广东卫视,http://123.133.163.32:9002/gd.php?id=广东卫视
广西卫视,http://123.133.163.32:9002/gd.php?id=广西卫视
贵州卫视,http://123.133.163.32:9002/gd.php?id=贵州卫视
海南卫视,http://123.133.163.32:9002/gd.php?id=海南卫视
河北卫视,http://123.133.163.32:9002/gd.php?id=河北卫视
河南卫视,http://123.133.163.32:9002/gd.php?id=河南卫视
黑龙江卫视,http://123.133.163.32:9002/gd.php?id=黑龙江卫视
湖北卫视,http://123.133.163.32:9002/gd.php?id=湖北卫视
湖南卫视,http://123.133.163.32:9002/gd.php?id=湖南卫视
吉林卫视,http://123.133.163.32:9002/gd.php?id=吉林卫视
江苏卫视,http://123.133.163.32:9002/gd.php?id=江苏卫视
江西卫视,http://123.133.163.32:9002/gd.php?id=江西卫视
辽宁卫视,http://123.133.163.32:9002/gd.php?id=辽宁卫视
内蒙古卫视,http://123.133.163.32:9002/gd.php?id=内蒙古卫视
宁夏卫视,http://123.133.163.32:9002/gd.php?id=宁夏卫视
青海卫视,http://123.133.163.32:9002/gd.php?id=青海卫视
山东卫视,http://123.133.163.32:9002/gd.php?id=山东卫视
山西卫视,http://123.133.163.32:9002/gd.php?id=山西卫视
陕西卫视,http://123.133.163.32:9002/gd.php?id=陕西卫视
深圳卫视,http://123.133.163.32:9002/gd.php?id=深圳卫视
四川卫视,http://123.133.163.32:9002/gd.php?id=四川卫视
天津卫视,http://123.133.163.32:9002/gd.php?id=天津卫视
西藏卫视,http://123.133.163.32:9002/gd.php?id=西藏卫视
新疆卫视,http://123.133.163.32:9002/gd.php?id=新疆卫视
云南卫视,http://123.133.163.32:9002/gd.php?id=云南卫视
浙江卫视,http://123.133.163.32:9002/gd.php?id=浙江卫视
重庆卫视,http://123.133.163.32:9002/gd.php?id=重庆卫视
三沙卫视,http://123.133.163.32:9002/gd.php?id=三沙卫视
延边卫视,http://123.133.163.32:9002/gd.php?id=延边卫视
兵团卫视,http://123.133.163.32:9002/gd.php?id=兵团卫视

CCTV-1,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226559/index.m3u8$IPV6
CCTV-2,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226540/index.m3u8$IPV6
CCTV-3,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226021/index.m3u8$IPV6
CCTV-4,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226428/index.m3u8$IPV6
CCTV-5,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226019/index.m3u8$IPV6
CCTV-6,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226010/index.m3u8$IPV6
CCTV-7,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225733/index.m3u8$IPV6
CCTV-8,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226008/index.m3u8$IPV6
CCTV-9,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225734/index.m3u8$IPV6
CCTV-10,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226473/index.m3u8$IPV6
CCTV-11,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226565/index.m3u8$IPV6
CCTV-12,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226568/index.m3u8$IPV6
CCTV-13,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226537/index.m3u8$IPV6
CCTV-14,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226591/index.m3u8$IPV6
CCTV-15,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226476/index.m3u8$IPV6
CCTV-16,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226100/index.m3u8$IPV6
CCTV-17,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225765/index.m3u8$IPV6
CCTV-5+,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225603/index.m3u8$IPV6
安多卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225659/index.m3u8$IPV6
安徽卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226391/index.m3u8$IPV6
北京卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226450/index.m3u8$IPV6
兵团卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226439/index.m3u8$IPV6
东方卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226345/index.m3u8$IPV6
东南卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226341/index.m3u8$IPV6
甘肃卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225633/index.m3u8$IPV6
广东卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226248/index.m3u8$IPV6
广西卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226549/index.m3u8$IPV6
贵州卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226474/index.m3u8$IPV6
海南卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226465/index.m3u8$IPV6
河北卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226406/index.m3u8$IPV6
黑龙江卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225799/index.m3u8$IPV6
湖北卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226477/index.m3u8$IPV6
湖南卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226307/index.m3u8$IPV6
江苏卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226310/index.m3u8$IPV6
江西卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226344/index.m3u8$IPV6
康巴卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225660/index.m3u8$IPV6
辽宁卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226546/index.m3u8$IPV6
宁夏卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225632/index.m3u8$IPV6
青海卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225628/index.m3u8$IPV6
山东卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226456/index.m3u8$IPV6
山西卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225624/index.m3u8$IPV6
陕西卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225625/index.m3u8$IPV6
深圳卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226313/index.m3u8$IPV6
四川卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226338/index.m3u8$IPV6
天津卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226459/index.m3u8$IPV6
新疆卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225635/index.m3u8$IPV6
延边卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226516/index.m3u8$IPV6
云南卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226444/index.m3u8$IPV6
重庆卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226409/index.m3u8$IPV6

CCTV-1,http://bailudz.top:1236/111/hahahaha.php?id=cctv1$bailudz
CCTV-2,http://bailudz.top:1236/111/hahahaha.php?id=cctv2$bailudz
CCTV-3,http://bailudz.top:1236/111/hahahaha.php?id=cctv3$bailudz
CCTV-4,http://bailudz.top:1236/111/hahahaha.php?id=cctv4$bailudz
CCTV-5,http://bailudz.top:1236/111/hahahaha.php?id=cctv5$bailudz
CCTV-6,http://bailudz.top:1236/111/hahahaha.php?id=cctv6$bailudz
CCTV-7,http://bailudz.top:1236/111/hahahaha.php?id=cctv7$bailudz
CCTV-8,http://bailudz.top:1236/111/hahahaha.php?id=cctv8$bailudz
CCTV-9,http://bailudz.top:1236/111/hahahaha.php?id=cctv9$bailudz
CCTV-10,http://bailudz.top:1236/111/hahahaha.php?id=cctv10$bailudz
CCTV-11,http://bailudz.top:1236/111/hahahaha.php?id=cctv11$bailudz
CCTV-12,http://bailudz.top:1236/111/hahahaha.php?id=cctv12$bailudz
CCTV-13,http://bailudz.top:1236/111/hahahaha.php?id=cctv13$bailudz
CCTV-14,http://bailudz.top:1236/111/hahahaha.php?id=cctv14$bailudz
CCTV-15,http://bailudz.top:1236/111/hahahaha.php?id=cctv15$bailudz
CCTV-17,http://bailudz.top:1236/111/hahahaha.php?id=cctv17$bailudz
CCTV-5+,http://bailudz.top:1236/111/hahahaha.php?id=cctv5p$bailudz
大湾区卫视,http://bailudz.top:1236/111/hahahaha.php?id=dwqws$bailudz
东方卫视,http://bailudz.top:1236/111/hahahaha.php?id=dfws$bailudz
东南卫视,http://bailudz.top:1236/111/hahahaha.php?id=dnws$bailudz
广东卫视,http://bailudz.top:1236/111/hahahaha.php?id=gdws$bailudz
海南卫视,http://bailudz.top:1236/111/hahahaha.php?id=hinws$bailudz
海峡卫视,http://bailudz.top:1236/111/hahahaha.php?id=hxws$bailudz
河南卫视,http://bailudz.top:1236/111/hahahaha.php?id=hnws$bailudz
湖北卫视,http://bailudz.top:1236/111/hahahaha.php?id=hubws$bailudz
吉林卫视,http://bailudz.top:1236/111/hahahaha.php?id=jlws$bailudz
江苏卫视,http://bailudz.top:1236/111/hahahaha.php?id=jsws$bailudz
江西卫视,http://bailudz.top:1236/111/hahahaha.php?id=jxws$bailudz
辽宁卫视,http://bailudz.top:1236/111/hahahaha.php?id=lnws$bailudz
青海卫视,http://bailudz.top:1236/111/hahahaha.php?id=qhws$bailudz
山东卫视,http://bailudz.top:1236/111/hahahaha.php?id=sdws$bailudz
陕西卫视,http://bailudz.top:1236/111/hahahaha.php?id=sxws$bailudz

CCTV-1,http://218.13.167.110:9901/tsfile/live/0001_1.m3u8?key=txiptv&playlive=1&authid=0$21813
CCTV-2,http://218.13.167.110:9901/tsfile/live/0002_1.m3u8?key=txiptv&playlive=1&authid=0$21813
CCTV-3,http://218.13.167.110:9901/tsfile/live/0003_1.m3u8?key=txiptv&playlive=1&authid=0$21813
CCTV-4,http://218.13.167.110:9901/tsfile/live/0004_1.m3u8?key=txiptv&playlive=1&authid=0$21813
CCTV-5,http://218.13.167.110:9901/tsfile/live/0005_1.m3u8?key=txiptv&playlive=1&authid=0$21813
CCTV-6,http://218.13.167.110:9901/tsfile/live/0006_1.m3u8?key=txiptv&playlive=1&authid=0$21813
CCTV-7,http://218.13.167.110:9901/tsfile/live/0007_1.m3u8?key=txiptv&playlive=1&authid=0$21813
CCTV-8,http://218.13.167.110:9901/tsfile/live/0008_1.m3u8?key=txiptv&playlive=1&authid=0$21813
CCTV-9,http://218.13.167.110:9901/tsfile/live/0009_1.m3u8?key=txiptv&playlive=1&authid=0$21813
CCTV-10,http://218.13.167.110:9901/tsfile/live/0010_1.m3u8?key=txiptv&playlive=1&authid=0$21813
CCTV-11,http://218.13.167.110:9901/tsfile/live/0011_1.m3u8?key=txiptv&playlive=1&authid=0$21813
CCTV-12,http://218.13.167.110:9901/tsfile/live/0012_1.m3u8?key=txiptv&playlive=1&authid=0$21813
CCTV-13,http://218.13.167.110:9901/tsfile/live/0013_1.m3u8?key=txiptv&playlive=1&authid=0$21813
CCTV-14,http://218.13.167.110:9901/tsfile/live/0014_1.m3u8?key=txiptv&playlive=1&authid=0$21813
CCTV-15,http://218.13.167.110:9901/tsfile/live/0015_1.m3u8?key=txiptv&playlive=1&authid=0$21813
浙江卫视,http://218.13.167.110:9901/tsfile/live/0016_1.m3u8?key=txiptv&playlive=1&authid=0$21813
吉林卫视,http://218.13.167.110:9901/tsfile/live/0017_1.m3u8?key=txiptv&playlive=1&authid=0$21813
辽宁卫视,http://218.13.167.110:9901/tsfile/live/0018_1.m3u8?key=txiptv&playlive=1&authid=0$21813
黑龙江卫视,http://218.13.167.110:9901/tsfile/live/0019_1.m3u8?key=txiptv&playlive=1&authid=0$21813
河南卫视,http://218.13.167.110:9901/tsfile/live/0139_1.m3u8?key=txiptv&playlive=1&authid=0$21813
内蒙古卫视,http://218.13.167.110:9901/tsfile/live/0109_1.m3u8?key=txiptv&playlive=1&authid=0$21813
海南卫视,http://218.13.167.110:9901/tsfile/live/1000_1.m3u8?key=txiptv&playlive=1&authid=0$21813
广东体育,http://218.13.167.110:9901/tsfile/live/1001_1.m3u8?key=txiptv&playlive=1&authid=0$21813
广西卫视,http://218.13.167.110:9901/tsfile/live/0113_1.m3u8?key=txiptv&playlive=1&authid=0$21813
云南卫视,http://218.13.167.110:9901/tsfile/live/0119_1.m3u8?key=txiptv&playlive=1&authid=0$21813
江西卫视,http://218.13.167.110:9901/tsfile/live/0138_1.m3u8?key=txiptv&playlive=1&authid=0$21813
山西卫视,http://218.13.167.110:9901/tsfile/live/0118_1.m3u8?key=txiptv&playlive=1&authid=0$21813
河北卫视,http://218.13.167.110:9901/tsfile/live/0117_1.m3u8?key=txiptv&playlive=1&authid=0$21813
青海卫视,http://218.13.167.110:9901/tsfile/live/0140_1.m3u8?key=txiptv&playlive=1&authid=0$21813
甘肃卫视,http://218.13.167.110:9901/tsfile/live/0141_1.m3u8?key=txiptv&playlive=1&authid=0$21813
陕西卫视,http://218.13.167.110:9901/tsfile/live/0136_1.m3u8?key=txiptv&playlive=1&authid=0$21813
广东卫视,http://218.13.167.110:9901/tsfile/live/0125_1.m3u8?key=txiptv&playlive=1&authid=0$21813
北京卫视,http://218.13.167.110:9901/tsfile/live/0122_1.m3u8?key=txiptv&playlive=1&authid=0$21813
东方卫视,http://218.13.167.110:9901/tsfile/live/0107_1.m3u8?key=txiptv&playlive=1&authid=0$21813
天津卫视,http://218.13.167.110:9901/tsfile/live/0135_1.m3u8?key=txiptv&playlive=1&authid=0$21813
重庆卫视,http://218.13.167.110:9901/tsfile/live/0142_1.m3u8?key=txiptv&playlive=1&authid=0$21813
江苏卫视,http://218.13.167.110:9901/tsfile/live/0127_1.m3u8?key=txiptv&playlive=1&authid=0$21813
湖南卫视,http://218.13.167.110:9901/tsfile/live/0128_1.m3u8?key=txiptv&playlive=1&authid=0$21813
贵州卫视,http://218.13.167.110:9901/tsfile/live/0120_1.m3u8?key=txiptv&playlive=1&authid=0$21813
安徽卫视,http://218.13.167.110:9901/tsfile/live/0130_1.m3u8?key=txiptv&playlive=1&authid=0$21813
四川卫视,http://218.13.167.110:9901/tsfile/live/0123_1.m3u8?key=txiptv&playlive=1&authid=0$21813
山东卫视,http://218.13.167.110:9901/tsfile/live/0131_1.m3u8?key=txiptv&playlive=1&authid=0$21813
湖北卫视,http://218.13.167.110:9901/tsfile/live/0132_1.m3u8?key=txiptv&playlive=1&authid=0$21813
深圳卫视,http://218.13.167.110:9901/tsfile/live/0126_1.m3u8?key=txiptv&playlive=1&authid=0$21813

CCTV-1,http://110.80.17.38:9999/tsfile/live/0001_1.m3u8$11080
CCTV-2,http://110.80.17.38:9999/tsfile/live/0002_1.m3u8$11080
CCTV-3,http://110.80.17.38:9999/tsfile/live/0003_1.m3u8$11080
CCTV-4,http://110.80.17.38:9999/tsfile/live/0004_1.m3u8$11080
CCTV-5,http://110.80.17.38:9999/tsfile/live/0005_1.m3u8$11080
CCTV-6,http://110.80.17.38:9999/tsfile/live/0006_1.m3u8$11080
CCTV-7,http://110.80.17.38:9999/tsfile/live/0007_1.m3u8$11080
CCTV-8,http://110.80.17.38:9999/tsfile/live/0008_1.m3u8$11080
CCTV-9,http://110.80.17.38:9999/tsfile/live/0009_1.m3u8$11080
CCTV-10,http://110.80.17.38:9999/tsfile/live/0010_1.m3u8$11080
CCTV-12,http://110.80.17.38:9999/tsfile/live/0012_1.m3u8$11080
CCTV-13,http://110.80.17.38:9999/tsfile/live/0013_1.m3u8$11080
安徽卫视,http://110.80.17.38:9999/tsfile/live/0130_2.m3u8$11080
北京卫视,http://110.80.17.38:9999/tsfile/live/0122_2.m3u8$11080
兵团卫视,http://110.80.17.38:9999/tsfile/live/0015_1.m3u8$11080
甘肃卫视,http://110.80.17.38:9999/tsfile/live/0141_1.m3u8$11080
广东卫视,http://110.80.17.38:9999/tsfile/live/0125_1.m3u8$11080
广西卫视,http://110.80.17.38:9999/tsfile/live/0113_1.m3u8$11080
河北卫视,http://110.80.17.38:9999/tsfile/live/0117_1.m3u8$11080
湖北卫视,http://110.80.17.38:9999/tsfile/live/0132_1.m3u8$11080
江苏卫视,http://110.80.17.38:9999/tsfile/live/0127_1.m3u8$11080
江西卫视,http://110.80.17.38:9999/tsfile/live/0138_2.m3u8$11080
金鹰卡通,http://110.80.17.38:9999/tsfile/live/0016_2.m3u8$11080
宁夏卫视,http://110.80.17.38:9999/tsfile/live/0016_1.m3u8$11080
厦门卫视,http://110.80.17.38:9999/tsfile/live/0128_1.m3u8$11080
山东卫视,http://110.80.17.38:9999/tsfile/live/0131_1.m3u8$11080
山西卫视,http://110.80.17.38:9999/tsfile/live/0118_1.m3u8$11080
上海卫视,http://110.80.17.38:9999/tsfile/live/0107_1.m3u8$11080
四川卫视,http://110.80.17.38:9999/tsfile/live/0123_1.m3u8$11080
天津卫视,http://110.80.17.38:9999/tsfile/live/0135_1.m3u8$11080
新疆卫视,http://110.80.17.38:9999/tsfile/live/0018_1.m3u8$11080
浙江卫视,http://110.80.17.38:9999/tsfile/live/0124_1.m3u8$11080
重庆卫视,http://110.80.17.38:9999/tsfile/live/0142_1.m3u8$11080

CCTV-1,http://123.159.35.24:9901/tsfile/live/0001_1.m3u8?key=txiptv&playlive=0&authid=0$123159
CCTV-2,http://123.159.35.24:9901/tsfile/live/0002_1.m3u8?key=txiptv&playlive=0&authid=0$123159
CCTV-3,http://123.159.35.24:9901/tsfile/live/0003_1.m3u8?key=txiptv&playlive=0&authid=0$123159
CCTV-4,http://123.159.35.24:9901/tsfile/live/0004_1.m3u8?key=txiptv&playlive=0&authid=0$123159
CCTV-5,http://123.159.35.24:9901/tsfile/live/0005_1.m3u8?key=txiptv&playlive=0&authid=0$123159
CCTV-6,http://123.159.35.24:9901/tsfile/live/0006_1.m3u8?key=txiptv&playlive=0&authid=0$123159
CCTV-7,http://123.159.35.24:9901/tsfile/live/0007_1.m3u8?key=txiptv&playlive=0&authid=0$123159
CCTV-8,http://123.159.35.24:9901/tsfile/live/0008_1.m3u8?key=txiptv&playlive=0&authid=0$123159
CCTV-9,http://123.159.35.24:9901/tsfile/live/0009_1.m3u8?key=txiptv&playlive=0&authid=0$123159
CCTV-10,http://123.159.35.24:9901/tsfile/live/0010_1.m3u8?key=txiptv&playlive=0&authid=0$123159
CCTV-11,http://123.159.35.24:9901/tsfile/live/0011_1.m3u8?key=txiptv&playlive=0&authid=0$123159
CCTV-12,http://123.159.35.24:9901/tsfile/live/0012_1.m3u8?key=txiptv&playlive=0&authid=0$123159
CCTV-13,http://123.159.35.24:9901/tsfile/live/0013_1.m3u8?key=txiptv&playlive=0&authid=0$123159
CCTV-14,http://123.159.35.24:9901/tsfile/live/0014_1.m3u8?key=txiptv&playlive=0&authid=0$123159
CCTV-15,http://123.159.35.24:9901/tsfile/live/0015_1.m3u8?key=txiptv&playlive=0&authid=0$123159
安徽卫视,http://123.159.35.24:9901/tsfile/live/0116_1.m3u8?key=txiptv&playlive=0&authid=0$123159
北京卫视,http://123.159.35.24:9901/tsfile/live/0119_2.m3u8?key=txiptv&playlive=0&authid=0$123159
东南卫视,http://123.159.35.24:9901/tsfile/live/0137_1.m3u8?key=txiptv&playlive=0&authid=0$123159
广东卫视,http://123.159.35.24:9901/tsfile/live/0125_1.m3u8?key=txiptv&playlive=0&authid=0$123159
广西卫视,http://123.159.35.24:9901/tsfile/live/0113_1.m3u8?key=txiptv&playlive=0&authid=0$123159
贵州卫视,http://123.159.35.24:9901/tsfile/live/0139_1.m3u8?key=txiptv&playlive=0&authid=0$123159
河北卫视,http://123.159.35.24:9901/tsfile/live/0117_1.m3u8?key=txiptv&playlive=0&authid=0$123159
河南卫视,http://123.159.35.24:9901/tsfile/live/0139_2.m3u8?key=txiptv&playlive=0&authid=0$123159
黑龙江卫视,http://123.159.35.24:9901/tsfile/live/0143_1.m3u8?key=txiptv&playlive=0&authid=0$123159
湖北卫视,http://123.159.35.24:9901/tsfile/live/0132_1.m3u8?key=txiptv&playlive=0&authid=0$123159
湖南卫视,http://123.159.35.24:9901/tsfile/live/0112_1.m3u8?key=txiptv&playlive=0&authid=0$123159
吉林卫视,http://123.159.35.24:9901/tsfile/live/0005_2.m3u8?key=txiptv&playlive=0&authid=0$123159
江苏卫视,http://123.159.35.24:9901/tsfile/live/0108_1.m3u8?key=txiptv&playlive=0&authid=0$123159
江西卫视,http://123.159.35.24:9901/tsfile/live/0138_1.m3u8?key=txiptv&playlive=0&authid=0$123159
辽宁卫视,http://123.159.35.24:9901/tsfile/live/0121_1.m3u8?key=txiptv&playlive=0&authid=0$123159
内蒙古卫视,http://123.159.35.24:9901/tsfile/live/0109_1.m3u8?key=txiptv&playlive=0&authid=0$123159
山东卫视,http://123.159.35.24:9901/tsfile/live/0131_1.m3u8?key=txiptv&playlive=0&authid=0$123159
山西卫视,http://123.159.35.24:9901/tsfile/live/0118_1.m3u8?key=txiptv&playlive=0&authid=0$123159
陕西卫视,http://123.159.35.24:9901/tsfile/live/0136_1.m3u8?key=txiptv&playlive=0&authid=0$123159
上海卫视,http://123.159.35.24:9901/tsfile/live/0107_1.m3u8?key=txiptv&playlive=0&authid=0$123159
四川卫视,http://123.159.35.24:9901/tsfile/live/0123_1.m3u8?key=txiptv&playlive=0&authid=0$123159
天津卫视,http://123.159.35.24:9901/tsfile/live/0135_1.m3u8?key=txiptv&playlive=0&authid=0$123159
云南卫视,http://123.159.35.24:9901/tsfile/live/0119_1.m3u8?key=txiptv&playlive=0&authid=0$123159
浙江卫视,http://123.159.35.24:9901/tsfile/live/0124_1.m3u8?key=txiptv&playlive=0&authid=0$123159
重庆卫视,http://123.159.35.24:9901/tsfile/live/0142_1.m3u8?key=txiptv&playlive=0&authid=0

