音乐欣赏,#genre#
CCTV11,https://migu.777189.xyz/?migutoken=73708bb02b928588b91b448032c9e83f&id=CCTV11&pp=1
CCTV12,https://migu.777189.xyz/?migutoken=80ff943bd985eb1d7b42ca9d6afdfaeb&id=CCTV12&pp=1
CCTV13,https://migu.777189.xyz/?migutoken=437610b68f457e385b82037a7567c278&id=CCTV13&pp=1
CCTV14,https://migu.777189.xyz/?migutoken=2d2c3c8f8768462c851886df819282f7&id=CCTV14&pp=1
CCTV15,https://migu.777189.xyz/?migutoken=76c7a8e2efb47ee4e35b7ab4e8116caa&id=CCTV15&pp=1
CCTV17,https://migu.777189.xyz/?migutoken=e6e4d6c9d12064ea7221beca74c13e15&id=CCTV17&pp=1

CCTV1,http://183.164.63.167:5000/rtp/238.1.78.166:7200
CCTV2,http://183.164.63.167:5000/rtp/238.1.78.235:7752
CCTV3,http://183.164.63.167:5000/rtp/238.1.78.170:7232
CCTV4,http://183.164.63.167:5000/rtp/238.1.78.236:7760
CCTV5,http://183.164.63.167:5000/rtp/238.1.78.171:7240
CCTV5+,http://183.164.63.167:5000/rtp/238.1.78.237:7768
CCTV6,http://183.164.63.167:5000/rtp/238.1.78.172:7248
CCTV7,http://183.164.63.167:5000/rtp/238.1.78.239:7784
CCTV8,http://183.164.63.167:5000/rtp/238.1.78.173:7256
CCTV9,http://183.164.63.167:5000/rtp/238.1.78.240:7792
CCTV10,http://183.164.63.167:5000/rtp/238.1.78.241:7800
CCTV11,http://183.164.63.167:5000/rtp/238.1.78.206:7502
CCTV12,http://183.164.63.167:5000/rtp/238.1.78.242:7808
CCTV13,http://183.164.63.167:5000/rtp/238.1.79.35:4392
CCTV14,http://183.164.63.167:5000/rtp/238.1.78.243:7816
CCTV15,http://183.164.63.167:5000/rtp/238.1.78.222:7648
CCTV17,http://183.164.63.167:5000/rtp/238.1.78.178:7296

CCTV1,http://117.8.143.179:8834/udp/225.1.1.120:5002
CCTV2,http://117.8.143.179:8834/udp/225.1.1.133:5002
CCTV3,http://117.8.143.179:8834/udp/225.1.1.158:5002
CCTV4,http://117.8.143.179:8834/udp/225.1.1.150:5002
CCTV5,http://117.8.143.179:8834/udp/225.1.1.121:5002
CCTV5,http://117.8.143.179:8834/udp/225.1.1.160:5002
CCTV6,http://117.8.143.179:8834/udp/225.1.1.195:5002
CCTV7,http://117.8.143.179:8834/udp/225.1.1.138:5002
CCTV8,http://117.8.143.179:8834/udp/225.1.1.196:5002
CCTV9,http://117.8.143.179:8834/udp/225.1.1.119:5002
CCTV10,http://117.8.143.179:8834/udp/225.1.2.140:5002
CCTV11,http://117.8.143.179:8834/udp/225.1.2.192:5002
CCTV12,http://117.8.143.179:8834/udp/225.1.1.142:5002
CCTV13,http://117.8.143.179:8834/udp/225.1.2.193:5002
CCTV14,http://117.8.143.179:8834/udp/225.1.1.144:5002
CCTV15,http://117.8.143.179:8834/udp/225.1.2.194:5002
CCTV16,http://117.8.143.179:8834/udp/225.1.2.237:5002
CCTV17,http://117.8.143.179:8834/udp/225.1.2.52:5002
CCTV1,http://qwt.zhibotv.top:2016/全网通.php?id=CCTV1
CCTV2,http://qwt.zhibotv.top:2016/全网通.php?id=CCTV2
CCTV3,http://qwt.zhibotv.top:2016/全网通.php?id=CCTV3
CCTV4,http://qwt.zhibotv.top:2016/全网通.php?id=CCTV4
CCTV5,http://qwt.zhibotv.top:2016/全网通.php?id=CCTV5
CCTV5+,http://qwt.zhibotv.top:2016/全网通.php?id=CCTV5p
CCTV6,http://qwt.zhibotv.top:2016/全网通.php?id=CCTV6
CCTV7,http://qwt.zhibotv.top:2016/全网通.php?id=CCTV7
CCTV8,http://qwt.zhibotv.top:2016/全网通.php?id=CCTV8
CCTV9,http://qwt.zhibotv.top:2016/全网通.php?id=CCTV9
CCTV10,http://qwt.zhibotv.top:2016/全网通.php?id=CCTV10
CCTV11,http://qwt.zhibotv.top:2016/全网通.php?id=CCTV11
CCTV12,http://qwt.zhibotv.top:2016/全网通.php?id=CCTV12
CCTV13,http://qwt.zhibotv.top:2016/全网通.php?id=CCTV13
CCTV14,http://qwt.zhibotv.top:2016/全网通.php?id=CCTV14
CCTV15,http://qwt.zhibotv.top:2016/全网通.php?id=CCTV15
CCTV16,http://qwt.zhibotv.top:2016/全网通.php?id=CCTV16
CCTV17,http://qwt.zhibotv.top:2016/全网通.php?id=CCTV17

CCTV1,http://ygbh.site/php/bfgd.php?id=201
CCTV1,http://ygbh.site/php/bfgd.php?id=484
CCTV1,http://ygbh.site/php/bfgd.php?id=488
CCTV1,http://ygbh.site/php/bfgd.php?id=489
CCTV2,http://ygbh.site/php/bfgd.php?id=061
CCTV3,http://ygbh.site/php/bfgd.php?id=062
CCTV4,http://ygbh.site/php/bfgd.php?id=063
CCTV5,http://ygbh.site/php/bfgd.php?id=064
CCTV5+,http://ygbh.site/php/bfgd.php?id=246
CCTV6,http://ygbh.site/php/bfgd.php?id=065
CCTV7,http://ygbh.site/php/bfgd.php?id=127
CCTV8,http://ygbh.site/php/bfgd.php?id=066
CCTV9,http://ygbh.site/php/bfgd.php?id=128
CCTV10,http://ygbh.site/php/bfgd.php?id=129
CCTV11,http://ygbh.site/php/bfgd.php?id=130
CCTV12,http://ygbh.site/php/bfgd.php?id=131
CCTV13,http://ygbh.site/php/bfgd.php?id=067
CCTV14,http://ygbh.site/php/bfgd.php?id=132
CCTV15,http://ygbh.site/php/bfgd.php?id=133
CCTV17,http://ygbh.site/php/bfgd.php?id=204

CCTV1,http://goo.bkpcp.top/mg/cctv1
CCTV2,http://goo.bkpcp.top/mg/cctv2
CCTV3,http://goo.bkpcp.top/mg/cctv3
CCTV4,http://goo.bkpcp.top/mg/cctv4
CCTV5,http://goo.bkpcp.top/mg/cctv5
CCTV5+,http://goo.bkpcp.top/mg/cctv5p
CCTV6,http://goo.bkpcp.top/mg/cctv6
CCTV7,http://goo.bkpcp.top/mg/cctv7
CCTV8,http://goo.bkpcp.top/mg/cctv8
CCTV9,http://goo.bkpcp.top/mg/cctv9
CCTV10,http://goo.bkpcp.top/mg/cctv10
CCTV11,http://goo.bkpcp.top/mg/cctv11
CCTV12,http://goo.bkpcp.top/mg/cctv12
CCTV13,http://goo.bkpcp.top/mg/cctv13
CCTV14,http://goo.bkpcp.top/mg/cctv14
CCTV15,http://goo.bkpcp.top/mg/cctv15
CCTV16,http://goo.bkpcp.top/mg/cctv16
CCTV17,http://goo.bkpcp.top/mg/cctv17

CCTV1,https://migu.777189.xyz/?migutoken=4c043b8c40d7d01daeeb75a686ccf3be&id=CCTV1&pp=1
CCTV2,https://migu.777189.xyz/?migutoken=13b36ef4f026cb7e03538521027c1391&id=CCTV2&pp=1
CCTV3,https://migu.777189.xyz/?migutoken=f75050c888c08fdea5498f741f127333&id=CCTV3&pp=1
CCTV4,https://migu.777189.xyz/?migutoken=5ff67aff87599f6e0a438648446f975e&id=CCTV4&pp=1
CCTV5,https://migu.777189.xyz/?migutoken=9bd8aa6917deafe72a47313a120531a8&id=CCTV5&pp=1
CCTV5+,https://migu.777189.xyz/?migutoken=07bbe9c9d208296e2734c0b337772c2c&id=CCTV5p&pp=1
CCTV6,https://migu.777189.xyz/?migutoken=0e1862c16f8a143dfa9786464ba2c3c4&id=CCTV6&pp=1
CCTV7,https://migu.777189.xyz/?migutoken=4b8918dd87071bf0c9c48209735b05af&id=CCTV7&pp=1
CCTV8,https://migu.777189.xyz/?migutoken=7c8df92241e03e13214b0faec5887aaa&id=CCTV8&pp=1
CCTV9,https://migu.777189.xyz/?migutoken=337b320585d22bfc9631d68663a29e33&id=CCTV9&pp=1
CCTV10,https://migu.777189.xyz/?migutoken=ad17d56490fe449ef5a5d3c897fc7cd9&id=CCTV10&pp=1
CCTV11,https://migu.777189.xyz/?migutoken=73708bb02b928588b91b448032c9e83f&id=CCTV11&pp=1
CCTV12,https://migu.777189.xyz/?migutoken=80ff943bd985eb1d7b42ca9d6afdfaeb&id=CCTV12&pp=1
CCTV13,https://migu.777189.xyz/?migutoken=437610b68f457e385b82037a7567c278&id=CCTV13&pp=1
CCTV14,https://migu.777189.xyz/?migutoken=2d2c3c8f8768462c851886df819282f7&id=CCTV14&pp=1
CCTV15,https://migu.777189.xyz/?migutoken=76c7a8e2efb47ee4e35b7ab4e8116caa&id=CCTV15&pp=1
CCTV17,https://migu.777189.xyz/?migutoken=e6e4d6c9d12064ea7221beca74c13e15&id=CCTV17&pp=1

CCTV1,http://183.164.63.167:5000/rtp/238.1.78.166:7200
CCTV2,http://183.164.63.167:5000/rtp/238.1.78.235:7752
CCTV3,http://183.164.63.167:5000/rtp/238.1.78.170:7232
CCTV4,http://183.164.63.167:5000/rtp/238.1.78.236:7760
CCTV5,http://183.164.63.167:5000/rtp/238.1.78.171:7240
CCTV5+,http://183.164.63.167:5000/rtp/238.1.78.237:7768
CCTV6,http://183.164.63.167:5000/rtp/238.1.78.172:7248
CCTV7,http://183.164.63.167:5000/rtp/238.1.78.239:7784
CCTV8,http://183.164.63.167:5000/rtp/238.1.78.173:7256
CCTV9,http://183.164.63.167:5000/rtp/238.1.78.240:7792
CCTV10,http://183.164.63.167:5000/rtp/238.1.78.241:7800
CCTV11,http://183.164.63.167:5000/rtp/238.1.78.206:7502
CCTV12,http://183.164.63.167:5000/rtp/238.1.78.242:7808
CCTV13,http://183.164.63.167:5000/rtp/238.1.79.35:4392
CCTV14,http://183.164.63.167:5000/rtp/238.1.78.243:7816
CCTV15,http://183.164.63.167:5000/rtp/238.1.78.222:7648
CCTV17,http://183.164.63.167:5000/rtp/238.1.78.178:7296

CCTV1,http://117.8.143.179:8834/udp/225.1.1.120:5002
CCTV2,http://117.8.143.179:8834/udp/225.1.1.133:5002
CCTV3,http://117.8.143.179:8834/udp/225.1.1.158:5002
CCTV4,http://117.8.143.179:8834/udp/225.1.1.150:5002
CCTV5,http://117.8.143.179:8834/udp/225.1.1.121:5002
CCTV5,http://117.8.143.179:8834/udp/225.1.1.160:5002
CCTV6,http://117.8.143.179:8834/udp/225.1.1.195:5002
CCTV7,http://117.8.143.179:8834/udp/225.1.1.138:5002
CCTV8,http://117.8.143.179:8834/udp/225.1.1.196:5002
CCTV9,http://117.8.143.179:8834/udp/225.1.1.119:5002
CCTV10,http://117.8.143.179:8834/udp/225.1.2.140:5002
CCTV11,http://117.8.143.179:8834/udp/225.1.2.192:5002
CCTV12,http://117.8.143.179:8834/udp/225.1.1.142:5002
CCTV13,http://117.8.143.179:8834/udp/225.1.2.193:5002
CCTV14,http://117.8.143.179:8834/udp/225.1.1.144:5002
CCTV15,http://117.8.143.179:8834/udp/225.1.2.194:5002
CCTV16,http://117.8.143.179:8834/udp/225.1.2.237:5002
CCTV17,http://117.8.143.179:8834/udp/225.1.2.52:5002

卫视频道,#genre#

湖南卫视,http://qwt.zhibotv.top:2016/全网通.php?id=湖南卫视
浙江卫视,http://qwt.zhibotv.top:2016/全网通.php?id=浙江卫视
江苏卫视,http://qwt.zhibotv.top:2016/全网通.php?id=江苏卫视
广东卫视,http://qwt.zhibotv.top:2016/全网通.php?id=广东卫视
东方卫视,http://qwt.zhibotv.top:2016/全网通.php?id=东方卫视
东南卫视,http://qwt.zhibotv.top:2016/全网通.php?id=东南卫视
辽宁卫视,http://qwt.zhibotv.top:2016/全网通.php?id=辽宁卫视
深圳卫视,http://qwt.zhibotv.top:2016/全网通.php?id=深圳卫视
天津卫视,http://qwt.zhibotv.top:2016/全网通.php?id=天津卫视
安徽卫视,http://qwt.zhibotv.top:2016/全网通.php?id=安徽卫视
河北卫视,http://qwt.zhibotv.top:2016/全网通.php?id=河北卫视
重庆卫视,http://qwt.zhibotv.top:2016/全网通.php?id=重庆卫视
吉林卫视,http://qwt.zhibotv.top:2016/全网通.php?id=吉林卫视
黑龙江卫视,http://qwt.zhibotv.top:2016/全网通.php?id=黑龙江卫视
山东卫视,http://qwt.zhibotv.top:2016/全网通.php?id=山东卫视
海南卫视,http://qwt.zhibotv.top:2016/全网通.php?id=海南卫视
贵州卫视,http://qwt.zhibotv.top:2016/全网通.php?id=贵州卫视
湖北卫视,http://qwt.zhibotv.top:2016/全网通.php?id=湖北卫视
河南卫视,http://qwt.zhibotv.top:2016/全网通.php?id=河南卫视
广西卫视,http://qwt.zhibotv.top:2016/全网通.php?id=广西卫视
江西卫视,http://qwt.zhibotv.top:2016/全网通.php?id=江西卫视
陕西卫视,http://qwt.zhibotv.top:2016/全网通.php?id=陕西卫视
宁夏卫视,http://qwt.zhibotv.top:2016/全网通.php?id=宁夏卫视
内蒙古卫视,http://qwt.zhibotv.top:2016/全网通.php?id=内蒙古卫视
西藏卫视,http://qwt.zhibotv.top:2016/全网通.php?id=西藏卫视
四川卫视,http://qwt.zhibotv.top:2016/全网通.php?id=四川卫视
山西卫视,http://qwt.zhibotv.top:2016/全网通.php?id=山西卫视
甘肃卫视,http://qwt.zhibotv.top:2016/全网通.php?id=甘肃卫视
新疆卫视,http://qwt.zhibotv.top:2016/全网通.php?id=新疆卫视
青海卫视,http://qwt.zhibotv.top:2016/全网通.php?id=青海卫视

江苏卫视,http://ygbh.site/php/bfgd.php?id=085
天津卫视,http://ygbh.site/php/bfgd.php?id=084
湖南卫视,http://ygbh.site/php/bfgd.php?id=086
北京卫视,http://ygbh.site/php/bfgd.php?id=083
黑龙江卫视,http://ygbh.site/php/bfgd.php?id=095
广东卫视,http://ygbh.site/php/bfgd.php?id=092
东方卫视,http://ygbh.site/php/bfgd.php?id=093
浙江卫视,http://ygbh.site/php/bfgd.php?id=094
浙江卫视,http://ygbh.site/php/bfgd.php?id=094
吉林卫视,http://ygbh.site/php/bfgd.php?id=097
安徽卫视,http://ygbh.site/php/bfgd.php?id=096
江西卫视,http://ygbh.site/php/bfgd.php?id=098
山东卫视,http://ygbh.site/php/bfgd.php?id=099
贵州卫视,http://ygbh.site/php/bfgd.php?id=101
深圳卫视,http://ygbh.site/php/bfgd.php?id=100
湖北卫视,http://ygbh.site/php/bfgd.php?id=102
四川卫视,http://ygbh.site/php/bfgd.php?id=103
陕西卫视,http://ygbh.site/php/bfgd.php?id=512
河南卫视,http://ygbh.site/php/bfgd.php?id=339
海南卫视,http://ygbh.site/php/bfgd.php?id=473
云南卫视,http://ygbh.site/php/bfgd.php?id=482
东南卫视,http://ygbh.site/php/bfgd.php?id=483
河南卫视,http://ygbh.site/php/bfgd.php?id=104
重庆卫视,http://ygbh.site/php/bfgd.php?id=107
山西卫视,http://ygbh.site/php/bfgd.php?id=109
河北卫视,http://ygbh.site/php/bfgd.php?id=108
青海卫视,http://ygbh.site/php/bfgd.php?id=111
内蒙古卫视,http://ygbh.site/php/bfgd.php?id=110
山东卫视,http://ygbh.site/php/bfgd.php?id=112
广西卫视,http://ygbh.site/php/bfgd.php?id=116
云南卫视,http://ygbh.site/php/bfgd.php?id=115
宁夏卫视,http://ygbh.site/php/bfgd.php?id=118
陕西卫视,http://ygbh.site/php/bfgd.php?id=114
延边卫视,http://ygbh.site/php/bfgd.php?id=117
甘肃卫视,http://ygbh.site/php/bfgd.php?id=119
西藏卫视,http://ygbh.site/php/bfgd.php?id=121
农林卫视,http://ygbh.site/php/bfgd.php?id=122
兵团卫视,http://ygbh.site/php/bfgd.php?id=124
辽宁卫视,http://ygbh.site/php/bfgd.php?id=058

江西卫视,http://goo.bkpcp.top/mg/jxws
江苏卫视,http://goo.bkpcp.top/mg/jsws
东方卫视,http://goo.bkpcp.top/mg/dfws 
河南卫视,http://goo.bkpcp.top/mg/hnws
河北卫视,http://goo.bkpcp.top/mg/hbws
湖北卫视,http://goo.bkpcp.top/mg/hubws
湖南卫视,http://goo.bkpcp.top/mg/hunws
浙江卫视,http://goo.bkpcp.top/mg/zjws
广西卫视,http://goo.bkpcp.top/mg/gxws

浙江卫视,https://migu.777189.xyz/?migutoken=608fa16a0d0a6674187bdc5830ab136a&id=%E6%B5%99%E6%B1%9F%E5%8D%AB%E8%A7%86&pp=1
江苏卫视,https://migu.777189.xyz/?migutoken=cab4af1b36160bafd2b3762d75c119ae&id=%E6%B1%9F%E8%8B%8F%E5%8D%AB%E8%A7%86&pp=1
东方卫视,https://migu.777189.xyz/?migutoken=8315e15d06f0567624e7c53dbec92465&id=%E4%B8%9C%E6%96%B9%E5%8D%AB%E8%A7%86&pp=1
北京卫视,https://migu.777189.xyz/?migutoken=50cdc4074acd71b06018a5ef053b2ca4&id=%E5%8C%97%E4%BA%AC%E5%8D%AB%E8%A7%86&pp=1
广东卫视,https://migu.777189.xyz/?migutoken=b173288c93754bf471386062d05c89b4&id=%E5%B9%BF%E4%B8%9C%E5%8D%AB%E8%A7%86&pp=1
东南卫视,https://migu.777189.xyz/?migutoken=a7d9abaf44468041661e04c39213b608&id=%E4%B8%9C%E5%8D%97%E5%8D%AB%E8%A7%86&pp=1
湖北卫视,https://migu.777189.xyz/?migutoken=b58126f97f1b3b6974008c3e32f386ec&id=%E6%B9%96%E5%8C%97%E5%8D%AB%E8%A7%86&pp=1
江西卫视,https://migu.777189.xyz/?migutoken=9938bfb7d941999618d36f4d4c127a31&id=%E6%B1%9F%E8%A5%BF%E5%8D%AB%E8%A7%86&pp=1
陕西卫视,https://migu.777189.xyz/?migutoken=b84d85c56b5f65a47f9820c89d9ac6c8&id=%E9%99%95%E8%A5%BF%E5%8D%AB%E8%A7%86&pp=1
内蒙古卫视,https://migu.777189.xyz/?migutoken=1b741fb4633806b5f54182766861609b&id=%E5%86%85%E8%92%99%E5%8F%A4%E5%8D%AB%E8%A7%86&pp=1
新疆卫视,https://migu.777189.xyz/?migutoken=51b7dcb3cf050e9dc10834b3c1b44cda&id=%E6%96%B0%E7%96%86%E5%8D%AB%E8%A7%86&pp=1
西藏卫视,https://migu.777189.xyz/?migutoken=9f23ec2a5829a42370249702c950d5f9&id=%E8%A5%BF%E8%97%8F%E5%8D%AB%E8%A7%86&pp=1
河南卫视,https://migu.777189.xyz/?migutoken=7614eade1581472103ab770647d5d6bc&id=%E6%B2%B3%E5%8D%97%E5%8D%AB%E8%A7%86&type=yy
青海卫视,https://migu.777189.xyz/?migutoken=8b955fdc7b4e5f9c4afef72f1b2025ea&id=%E9%9D%92%E6%B5%B7%E5%8D%AB%E8%A7%86&type=yy
海南卫视,https://migu.777189.xyz/?migutoken=4b95737105e18ea890b72240f921015a&id=%E6%B5%B7%E5%8D%97%E5%8D%AB%E8%A7%86&type=yy
大湾区卫视,https://migu.777189.xyz/?migutoken=891ef1bcfaec2226759ded1810c1b98b&id=%E5%A4%A7%E6%B9%BE%E5%8C%BA%E5%8D%AB%E8%A7%86&type=yy


北京卫视,http://183.164.63.167:5000/rtp/238.1.78.162:7168
天津卫视,http://183.164.63.167:5000/rtp/238.1.78.20:6088
重庆卫视,http://183.164.63.167:5000/rtp/238.1.78.31:6176
东方卫视,http://183.164.63.167:5000/rtp/238.1.78.163:7176
安徽卫视,http://183.164.63.167:5000/rtp/238.1.78.150:7072
江苏卫视,http://183.164.63.167:5000/rtp/238.1.78.165:7192
浙江卫视,http://183.164.63.167:5000/rtp/238.1.78.164:7184
黑龙江卫视,http://183.164.63.167:5000/rtp/238.1.78.159:7144
吉林卫视,http://183.164.63.167:5000/rtp/238.1.79.48:4496
辽宁卫视,http://183.164.63.167:5000/rtp/238.1.78.21:6096
东南卫视,http://183.164.63.167:5000/rtp/238.1.78.22:6104
四川卫视,http://183.164.63.167:5000/rtp/238.1.78.30:6168
江西卫视,http://183.164.63.167:5000/rtp/238.1.78.26:6136
广东卫视,http://183.164.63.167:5000/rtp/238.1.78.161:7160
海南卫视,http://183.164.63.167:5000/rtp/238.1.79.49:4504
湖北卫视,http://183.164.63.167:5000/rtp/238.1.78.168:7216
湖南卫视,http://183.164.63.167:5000/rtp/238.1.78.160:7152
贵州卫视,http://183.164.63.167:5000/rtp/238.1.78.244:7824
河北卫视,http://183.164.63.167:5000/rtp/238.1.78.245:7832
河南卫视,http://183.164.63.167:5000/rtp/238.1.79.65:4632
山东卫视,http://183.164.63.167:5000/rtp/238.1.78.169:7224
甘肃卫视,http://183.164.63.167:5000/rtp/238.1.79.36:4400
陕西卫视,http://183.164.63.167:5000/rtp/238.1.78.88:6576
云南卫视,http://183.164.63.167:5000/rtp/238.1.78.89:6584
山西卫视,http://183.164.63.167:5000/rtp/238.1.78.95:6632
青海卫视,http://183.164.63.167:5000/rtp/238.1.78.102:6688
